process_create_count,process_terminated_count,file_create_count,file_creation_time_changed,registry_write_count,pipe_create_count,network_connection_count,dns_query_count,file_activity_rate,process_activity_rate,network_activity_rate,registry_activity_rate,pipe_activity_rate,unique_extensions_written,unique_directories_touched,known_encrypted_ext_count,file_operation_ratio,file_name_entropy,average_file_path_length,suspicious_path_ratio,network_unique_destinations,label
0,0,35,0,0,0,0,0,3.673759122329493,0.0,0.0,0.0,0.0,1,19,24,1.0,2.835016257460665,69.82652373773331,1.0,0,ransomware
0,0,38,0,0,0,0,0,3.4122504595384773,0.0,0.0,0.0,0.0,1,19,18,0.8458811368581466,3.0878392872487486,71.44467375559883,0.9371559951785209,0,ransomware
0,0,38,0,0,0,0,0,3.9296122690193527,0.0,0.0,0.0,0.0,1,23,21,1.0,3.067446513210574,67.60063594260468,1.0,0,ransomware
0,0,41,0,0,0,0,0,3.4376158619433785,0.0,0.0,0.0,0.0,1,19,18,0.9892846784898872,2.6089539782788176,63.96092902043184,1.0,0,ransomware
0,0,29,0,0,0,0,0,3.259361507967125,0.0,0.0,0.0,0.0,1,22,20,1.0,3.2835619840873327,66.24460194488871,0.9795141460207536,0,ransomware
0,0,0,2,1,0,0,0,0.20256919782291513,0.0,0.0,0.10265785154089815,0.0,2,2,0,0.6497958158107486,4.2115464396463125,86.38955278293359,0.9254826890709108,0,good
0,0,36,0,0,0,0,0,4.073477183935474,0.0,0.0,0.0,0.0,1,20,21,0.9737596898540148,2.6381322893039183,70.02496530110992,0.9373980522204248,0,ransomware
0,0,30,0,0,0,0,0,3.7336968887903708,0.0,0.0,0.0,0.0,1,19,20,0.9298812318217994,2.945519004317747,63.56119080451257,1.0,0,ransomware
0,0,35,0,0,0,0,0,3.3681354505438335,0.0,0.0,0.0,0.0,1,19,20,1.0,2.7249494774540928,71.04013679325438,0.9613050777413863,0,ransomware
0,0,38,0,0,0,0,0,4.151913932568462,0.0,0.0,0.0,0.0,1,21,19,1.0,2.73950861830403,67.04326530781452,1.0,0,ransomware
0,0,0,0,0,0,4,0,0.0,0.0,0.3933807573906894,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,1,2,0,0,0,14,3,0.21937038165152917,0.1085952128657489,1.1177448565249928,0.0,0.0,2,1,0,0.10735781307399545,2.9862799200468837,102.28056042931694,0.885479805772533,5,good
0,0,33,0,0,0,0,0,4.033203622624497,0.0,0.0,0.0,0.0,1,20,24,1.0,2.912051292247729,58.09238052721321,0.9970971594481219,0,ransomware
0,0,33,0,0,0,0,0,3.7241075901630807,0.0,0.0,0.0,0.0,1,22,24,1.0,3.05884275355598,63.61753956597355,1.0,0,ransomware
0,0,43,0,0,0,0,0,3.201221657154035,0.0,0.0,0.0,0.0,1,20,21,0.8589353936357293,3.0116716557472984,62.50269808116251,1.0,0,ransomware
1,0,0,0,0,0,21,1,0.0,0.10331859844056844,1.763064087899822,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,7,good
0,0,38,0,0,0,0,0,3.2871184108906775,0.0,0.0,0.0,0.0,1,21,20,1.0,2.6474577818775935,72.20555941104166,0.9729464774264209,0,ransomware
0,0,0,0,0,0,5,0,0.0,0.0,0.5308419091947258,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,35,0,0,0,0,0,3.429673641416074,0.0,0.0,0.0,0.0,1,16,21,1.0,2.7400918420830154,71.62539374080703,1.0,0,ransomware
0,0,32,0,0,0,0,0,3.427611003207838,0.0,0.0,0.0,0.0,1,19,20,1.0,2.720376826784925,69.86989453204752,1.0,0,ransomware
0,0,39,0,0,0,0,0,3.5248025904144367,0.0,0.0,0.0,0.0,1,21,21,1.0,2.7771296284124123,70.12426037060125,0.9783769693719381,0,ransomware
0,0,38,0,0,0,0,0,3.442649662033638,0.0,0.0,0.0,0.0,1,18,19,1.0,2.837407717277777,63.936844157735514,0.9519148123313821,0,ransomware
0,0,0,0,0,0,5,0,0.0,0.0,0.5080778874768669,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,37,0,0,0,0,0,3.8726134918652866,0.0,0.0,0.0,0.0,1,20,22,0.8934932284921886,2.6816232300897536,56.87058993755896,0.919438255544559,0,ransomware
1,0,0,0,0,0,0,3,0.0,0.08991399947496977,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,good
0,0,38,0,0,0,0,0,3.5489045283139316,0.0,0.0,0.0,0.0,1,18,19,0.873192441451498,2.8447960701382113,73.93512241018584,1.0,0,ransomware
0,0,37,0,0,0,0,0,3.6237584515764336,0.0,0.0,0.0,0.0,1,21,20,1.0,2.674383925286452,59.75813724432546,0.8873123936867586,0,ransomware
0,0,33,0,0,0,0,0,3.3975606575214004,0.0,0.0,0.0,0.0,1,17,22,1.0,2.8496628385559535,56.94255142153133,1.0,0,ransomware
0,0,0,0,0,0,4,0,0.0,0.0,0.3758876826768272,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,38,0,0,0,0,0,3.665821388707786,0.0,0.0,0.0,0.0,1,21,21,1.0,3.0959450393946666,72.44354460520726,0.9621833938612988,0,ransomware
0,0,39,0,0,0,0,0,2.900551202516371,0.0,0.0,0.0,0.0,1,19,20,0.9774246239806055,2.5792967886369,73.96339098782872,0.9632883286001276,0,ransomware
0,0,34,0,0,0,0,0,3.7804861861489445,0.0,0.0,0.0,0.0,1,20,20,0.9828709568060339,2.6383421069503794,72.05328139616994,1.0,0,ransomware
1,0,2,0,0,0,1,1,0.16907959842420678,0.0914637758018079,0.09671133098082069,0.0,0.0,2,1,0,0.4148819604745777,2.963769053671128,103.45368234198533,0.9829026824952167,1,good
0,0,38,0,0,0,0,0,4.131763082592474,0.0,0.0,0.0,0.0,1,20,20,1.0,3.17371574531974,61.53599744056697,0.9059771551793069,0,ransomware
0,0,0,0,0,0,4,0,0.0,0.0,0.3754564215211666,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,0,0,0,0,4,0,0.0,0.0,0.41966901148102675,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,42,0,0,0,0,0,4.0094645846874215,0.0,0.0,0.0,0.0,1,18,18,1.0,2.959061158253233,73.72509210968647,0.9766899153092543,0,ransomware
0,0,38,0,0,0,0,0,3.7683841763203736,0.0,0.0,0.0,0.0,1,19,19,0.9499257132911754,2.979155707251534,61.58481333733163,0.9587067218766123,0,ransomware
1,0,0,0,0,0,8,1,0.0,0.08400786437669971,0.8641476005178119,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,good
0,1,0,2,0,0,0,0,0.19379460769778822,0.10385631924429202,0.0,0.0,0.0,0,2,0,0.6707687663576771,2.5066906033018093,77.34313591238214,1.0,0,good
0,0,0,0,0,0,2,1,0.0,0.0,0.17623920950144256,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,39,0,0,0,0,0,3.756440546465549,0.0,0.0,0.0,0.0,1,21,19,1.0,2.718722198842855,65.30958937573077,0.9540165577387194,0,ransomware
0,0,36,0,0,0,0,0,3.7167626374432814,0.0,0.0,0.0,0.0,1,17,20,0.9148123039767753,2.8775130890126692,72.28427385384406,1.0,0,ransomware
0,0,41,0,0,0,0,0,3.6616152592489724,0.0,0.0,0.0,0.0,1,19,18,1.0,2.797547560420505,63.15067619598791,0.8918548084355108,0,ransomware
0,0,37,0,0,0,0,0,3.3774720342986764,0.0,0.0,0.0,0.0,1,19,19,1.0,3.165470832545938,74.7414506516531,1.0,0,ransomware
0,0,0,0,0,0,4,0,0.0,0.0,0.4370042140954472,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
1,0,0,0,0,0,8,1,0.0,0.094943139698229,0.8587368295763558,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,good
0,0,0,0,0,0,2,1,0.0,0.0,0.20020163259662846,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,40,0,0,0,0,0,3.4974978560466368,0.0,0.0,0.0,0.0,1,19,19,0.9778764772885032,3.0753491249923073,69.64438407691557,0.9390005651756317,0,ransomware
1,0,0,2,1,0,0,0,0.22951598350954985,0.08493618344638809,0.0,0.10485692854378566,0.0,0,2,0,0.48679055679506417,1.5068816026813117,54.7108441567471,1.0,0,good
0,0,35,0,0,0,0,0,3.9575692944229575,0.0,0.0,0.0,0.0,1,18,19,0.999517922244137,2.9651683625394742,62.371621489082045,1.0,0,ransomware
0,0,36,0,0,0,0,0,3.550702095703065,0.0,0.0,0.0,0.0,1,19,19,1.0,2.720829774508645,66.1851512203862,1.0,0,ransomware
0,0,41,0,0,0,0,0,3.505450824109877,0.0,0.0,0.0,0.0,1,19,19,0.9138519079378928,2.8899743817725128,63.24015155513798,1.0,0,ransomware
0,0,39,0,0,0,0,0,3.9439250372747443,0.0,0.0,0.0,0.0,1,21,19,1.0,2.9974520734597068,67.56415162230914,1.0,0,ransomware
0,0,0,0,0,0,32,1,0.0,0.0,3.1007985583239845,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,11,good
1,0,0,0,0,0,3,2,0.0,0.10748415186832286,0.25124718105069604,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,2,0,0,0,13,3,0.2103342863581566,0.0,0.9803136575767578,0.0,0.0,2,1,0,0.14045826111977874,2.7368904812097044,92.1379160084603,1.0,5,good
0,0,35,0,0,0,0,0,3.619844727178326,0.0,0.0,0.0,0.0,1,20,19,0.9713961968980316,2.738687179670824,66.08055333446855,0.9160671889609604,0,ransomware
0,0,0,2,1,0,0,0,0.18651690658624231,0.0,0.0,0.09819724746662606,0.0,2,2,0,0.674202610129558,4.150569876815624,88.71393899638711,1.0,0,good
0,0,38,0,0,0,0,0,3.648714510063509,0.0,0.0,0.0,0.0,1,22,20,1.0,3.244162395419452,70.80265766066272,0.8921237845018061,0,ransomware
0,0,39,0,0,0,0,0,4.046665977963186,0.0,0.0,0.0,0.0,1,20,19,1.0,2.646504480165484,73.37507774378102,1.0,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.4290593752329824,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,38,0,0,0,0,0,3.6191424592646935,0.0,0.0,0.0,0.0,1,19,20,0.8333131092276633,3.2554971618117756,57.92600031082937,1.0,0,ransomware
0,0,30,0,0,0,0,0,4.293816518905618,0.0,0.0,0.0,0.0,1,20,18,1.0,2.59346555654872,60.143944718461654,0.9085911406753913,0,ransomware
0,0,33,0,0,0,0,0,3.8415615657211974,0.0,0.0,0.0,0.0,1,18,22,1.0,2.335508521928599,60.705726327474075,1.0,0,ransomware
0,0,36,0,0,0,0,0,3.5820875335984765,0.0,0.0,0.0,0.0,1,18,20,0.8609087198883216,2.8080292218085092,78.010837017452,1.0,0,ransomware
0,0,35,0,0,0,0,0,3.5519733737124715,0.0,0.0,0.0,0.0,1,21,18,1.0,2.796345346163988,64.73671788973844,0.8730378430704495,0,ransomware
1,0,0,0,2,0,0,0,0.0,0.08737465081601636,0.0,0.174338124851747,0.0,0,0,0,0.0,0.0,0.0,0.0,0,good
0,0,35,0,0,0,0,0,3.9443376716522054,0.0,0.0,0.0,0.0,1,19,19,0.9691715991301026,2.7176133395047533,72.27668161454167,0.9060523877604398,0,ransomware
0,0,1,0,0,0,0,0,0.11945676858849166,0.0,0.0,0.0,0.0,1,1,0,0.3492251343410444,4.140051119574835,63.16526048119848,1.0,0,good
0,1,0,2,0,0,0,0,0.19255298267081233,0.10687296684248469,0.0,0.0,0.0,0,2,0,0.619381784066887,2.2664153990594254,85.36505946425332,0.8334052070591814,0,good
0,0,37,0,0,0,0,0,3.5016545824750245,0.0,0.0,0.0,0.0,1,20,16,0.9149599502649695,2.832824701123243,63.158211013469455,1.0,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.2889953620827956,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,0,0,0,0,3,2,0.0,0.0,0.3110402644712896,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,34,0,0,0,0,0,3.6981529576827143,0.0,0.0,0.0,0.0,1,22,20,0.9975942844251782,2.728829875037328,79.7493374075154,1.0,0,ransomware
0,0,35,0,0,0,0,0,3.6954959098715885,0.0,0.0,0.0,0.0,1,20,22,1.0,3.05804118483895,68.58281779972275,1.0,0,ransomware
0,0,36,0,0,0,0,0,4.206031484293722,0.0,0.0,0.0,0.0,1,19,21,1.0,3.048081701256317,65.4919602430255,0.9621122971849154,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.322175278705449,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,39,0,0,0,0,0,3.3391940669223468,0.0,0.0,0.0,0.0,1,18,24,0.8906921418352152,2.451684080666913,63.60448206699431,0.9726730408783941,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.3154127888549114,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,0,0,0,0,7,0,0.0,0.0,0.5287399315359046,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,32,0,0,0,0,0,3.247560515348633,0.0,0.0,0.0,0.0,1,19,18,1.0,3.0902077301306465,71.76522543249821,0.9993777566726109,0,ransomware
0,0,33,0,0,0,0,0,3.794033867699491,0.0,0.0,0.0,0.0,1,20,20,0.9036764105626583,2.867413897183914,77.21338141119834,0.9749639596276326,0,ransomware
0,0,33,0,0,0,0,0,3.298014359310041,0.0,0.0,0.0,0.0,1,21,21,1.0,3.016639667888751,64.98435563477162,0.934021632515617,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.30403870112813314,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,35,0,0,0,0,0,3.35796306964663,0.0,0.0,0.0,0.0,1,20,19,0.9915792690147166,2.9401992269513824,68.50108222803101,0.8524510631581148,0,ransomware
0,1,0,4,0,0,0,0,0.42175508169425086,0.08242560802513045,0.0,0.0,0.0,2,4,0,0.7941597056155465,3.1004082151574597,95.39990210567039,0.9826374396144222,0,good
0,0,0,0,0,0,4,0,0.0,0.0,0.41639774386760026,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,0,0,0,0,31,1,0.0,0.0,3.073089296185076,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,10,good
0,1,0,2,0,0,0,0,0.19501077312173917,0.11177397070332032,0.0,0.0,0.0,0,2,0,0.5879800974239094,2.5690691392850047,83.34117719344295,0.9464483146619176,0,good
0,0,0,0,0,0,4,2,0.0,0.0,0.49092582544047897,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,1,0,2,0,0,0,0,0.18442377535480295,0.10086656286477978,0.0,0.0,0.0,0,2,0,0.6323226315191253,2.536059541674657,94.11263994277961,0.7691428318078453,0,good
0,1,0,3,0,0,0,0,0.2718161070285847,0.10624318136985872,0.0,0.0,0.0,1,1,0,0.7071543778133631,3.8725908019482675,82.15593502120343,0.9574091817457892,0,good
0,0,0,0,0,0,8,0,0.0,0.0,0.6735999470941326,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,0,0,0,0,4,0,0.0,0.0,0.40500418896558205,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,2,0,0,0,5,3,0.21767099919051747,0.0,0.48895368311175197,0.0,0.0,2,1,0,0.21150432588769466,2.7373331675249086,104.44720138119447,0.9295939576597325,3,good
0,0,38,0,0,0,0,0,3.8279661386738577,0.0,0.0,0.0,0.0,1,21,25,1.0,2.7767235928474086,63.20817544253669,1.0,0,ransomware
0,0,37,0,0,0,0,0,4.109427894985788,0.0,0.0,0.0,0.0,1,20,21,0.9744955992832033,3.4343774927417234,57.51820864861216,0.9689687369029784,0,ransomware
0,0,2,0,0,0,10,3,0.20184015880932937,0.0,1.01307872767898,0.0,0.0,2,1,0,0.13104827656295934,3.1447752660310204,97.0346598782787,0.9659245060867813,5,good
0,0,35,0,0,0,0,0,3.1589317782999013,0.0,0.0,0.0,0.0,1,16,20,0.9733147721285504,2.91472826359485,69.3283359683851,1.0,0,ransomware
0,0,0,0,0,0,5,0,0.0,0.0,0.5090088923629258,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,34,0,0,0,0,0,3.8441803585792185,0.0,0.0,0.0,0.0,1,20,19,1.0,2.826922993784891,75.85654150006518,1.0,0,ransomware
0,0,36,0,0,0,0,0,4.107307593301196,0.0,0.0,0.0,0.0,1,21,22,0.9083388421236545,2.8255880194271388,61.003952338494365,1.0,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.28254523750663524,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
1,0,0,0,2,0,0,0,0.0,0.08168868323637286,0.0,0.21044499399525696,0.0,0,0,0,0.0,0.0,0.0,0.0,0,good
0,0,38,0,0,0,0,0,3.2135894838108836,0.0,0.0,0.0,0.0,1,21,20,1.0,2.951900930490569,63.657057187444124,1.0,0,ransomware
0,0,35,0,0,0,0,0,3.920007480850605,0.0,0.0,0.0,0.0,1,20,20,1.0,2.8878315630988105,77.56683223809893,1.0,0,ransomware
0,0,35,0,0,0,0,0,3.58521289205666,0.0,0.0,0.0,0.0,1,22,21,1.0,2.914342580792204,64.8855507720596,0.8788472858876044,0,ransomware
0,0,37,0,0,0,0,0,3.4947631192473954,0.0,0.0,0.0,0.0,1,22,19,1.0,3.107930571448228,77.45600999779312,1.0,0,ransomware
0,0,37,0,0,0,0,0,4.063466739749787,0.0,0.0,0.0,0.0,1,21,19,1.0,3.2803040811587114,59.52272646543385,0.9973351286710083,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.2901165979771235,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,0,0,0,0,6,2,0.0,0.0,0.6203082855130482,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,0,0,0,0,2,1,0.0,0.0,0.19450867002568162,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,36,0,0,0,0,0,3.4437567296902993,0.0,0.0,0.0,0.0,1,20,20,1.0,2.7283520311764353,60.68151073765867,0.868279643674059,0,ransomware
0,0,38,0,0,0,0,0,3.4190549443256644,0.0,0.0,0.0,0.0,1,21,22,1.0,2.9052998942348545,74.20637302247741,1.0,0,ransomware
0,0,40,0,0,0,0,0,3.703060801689306,0.0,0.0,0.0,0.0,1,20,18,1.0,3.0618689566571065,55.66550520292455,1.0,0,ransomware
0,0,0,0,0,0,6,0,0.0,0.0,0.661414150708802,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
1,0,0,0,0,0,8,1,0.0,0.11388590054859274,0.8171214332690593,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,good
0,0,0,0,0,0,3,0,0.0,0.0,0.2793271737370899,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
1,1,1,0,0,0,0,0,0.09484398657870029,0.19250493331273744,0.0,0.0,0.0,1,1,0,0.32389920512273374,2.831300192310382,120.24767216349558,0.0,0,good
0,0,0,0,0,0,5,2,0.0,0.0,0.5581937640879411,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,39,0,0,0,0,0,4.165343147920055,0.0,0.0,0.0,0.0,1,22,20,1.0,2.7288644060756275,69.34657596781318,1.0,0,ransomware
0,0,35,0,0,0,0,0,3.685923782869329,0.0,0.0,0.0,0.0,1,21,19,1.0,2.9257076793143595,64.08194668101783,0.9116717869417437,0,ransomware
0,0,0,0,0,0,2,1,0.0,0.0,0.2105376825914482,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,0,0,0,0,3,0,0.0,0.0,0.2873705332544678,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,36,0,0,0,0,0,4.03134640574565,0.0,0.0,0.0,0.0,1,19,18,1.0,2.662919777489823,65.78030755167613,1.0,0,ransomware
0,0,0,0,0,0,5,0,0.0,0.0,0.5211351320512531,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,0,0,0,0,4,2,0.0,0.0,0.3809856212417053,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,good
0,0,34,0,0,0,0,0,3.805914875603429,0.0,0.0,0.0,0.0,1,22,20,1.0,2.9280781665307765,70.74638642775402,1.0,0,ransomware
0,0,0,0,0,0,3,0,0.0,0.0,0.2933633945585243,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,34,0,0,0,0,0,3.9780960176726,0.0,0.0,0.0,0.0,1,20,20,0.9719849908355245,2.6713752629486063,62.877888262428804,0.8706251781393248,0,ransomware
0,0,2,0,0,0,8,3,0.2133197462894051,0.0,0.6585298091791693,0.0,0.0,2,1,0,0.17882534636257505,3.2478800439796736,107.27397419918482,1.0,4,good
0,0,0,0,0,0,2,1,0.0,0.0,0.19340287700147518,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,1,0,0,0,0,0,0.09809190248057487,0.0,0.0,0.0,0.0,1,1,0,0.3551794497420597,3.5760683059145304,81.44256724601235,1.0,0,good
0,0,35,0,0,0,0,0,3.5084032596148695,0.0,0.0,0.0,0.0,1,20,20,0.852291043832446,3.02423312182326,67.14346869106723,1.0,0,ransomware
0,0,0,0,0,0,6,0,0.0,0.0,0.6702411141143441,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,0,0,0,0,7,0,0.0,0.0,0.7455911723345259,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,0,0,0,0,3,0,0.0,0.0,0.30116552242729244,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,good
0,0,0,0,0,0,2,1,0.0,0.0,0.20551443571117842,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2,good
0,0,35,0,0,0,0,0,3.4131796655394027,0.0,0.0,0.0,0.0,1,22,19,1.0,2.8697656653857924,58.17609318237988,0.9954593734776289,0,ransomware
0,0,37,0,0,0,0,0,4.016242239704152,0.0,0.0,0.0,0.0,1,21,19,0.9535686535992586,3.029954400081412,66.830840003614,1.0,0,ransomware
1,0,0,2,1,0,0,0,0.20512025837877085,0.10922745448259136,0.0,0.10338377446784666,0.0,0,2,0,0.47672018748189926,1.462334914105524,65.42863096345961,0.9369244569849444,0,good
